Post_ID,Timestamp,Platform,Content_Type,Category,Likes,Comments,Shares,Views,Saves,Follower_Count,Engagement_Rate,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Influencer_Tier,Has_Media,Is_Verified,Total_Interactions,Verified_Engagement_Rate,Posting_Hour,Day,Peak_Time,Platform_Label,Content_Type_Label,Sentiment_Label,Influencer_Tier_Label,Day_of_Week_Label,Cluster,Cluster_Label,High_Engagement
POST_02791,2025-02-07 20:20:00,2,0,Gaming,910,139,43,29654,123,338655,0.32,20,0,7,1732,1,0,True,False,1215,3.6824711674647603,20,Friday,Evening,LinkedIn,Article,Neutral,Macro,Friday,0,High Engagement,0
POST_00507,2025-02-08 00:16:00,5,5,Food,387,949,932,582253,1885,441549,0.51,0,2,22,292,1,0,False,False,4153,0.3895213936209861,0,Saturday,Night,YouTube,Live,Neutral,Macro,Saturday,2,Low Engagement,0
POST_03715,2025-02-08 08:37:00,5,5,Technology,3999,424,1876,879737,36,334140,1.89,8,2,17,448,0,0,True,False,6335,0.7160094437314788,8,Saturday,Morning,YouTube,Live,Negative,Macro,Saturday,2,Low Engagement,0
POST_03573,2025-02-08 09:05:00,3,16,Technology,23215,1242,3405,52083,2123,4802,580.22,9,2,6,407,2,3,True,True,29985,53.495382370447174,9,Saturday,Morning,TikTok,Video,Positive,Nano,Saturday,1,Moderate Engagement,1
POST_03750,2025-02-08 10:34:00,3,16,Sports,24350,949,1486,54887,389,432756,6.19,10,2,2,218,0,0,True,False,27174,48.80026235720663,10,Saturday,Morning,TikTok,Video,Negative,Macro,Saturday,1,Moderate Engagement,1
POST_00945,2025-02-08 11:49:00,1,13,Education,1193,460,19,41628,719,476228,0.35,11,2,19,104,1,0,True,True,2391,4.016527337369078,11,Saturday,Morning,Instagram,Story,Neutral,Macro,Saturday,0,High Engagement,0
POST_03258,2025-02-08 12:44:00,1,9,Fashion,2659,14,80,14360,68,376094,0.73,12,2,24,535,1,0,False,False,2821,19.171309192200557,12,Saturday,Afternoon,Instagram,Reel,Neutral,Macro,Saturday,0,High Engagement,0
POST_01510,2025-02-08 15:01:00,3,12,Health,21963,1294,1166,484462,2734,326383,7.48,15,2,16,134,2,0,False,False,27157,5.0412622661839315,15,Saturday,Afternoon,TikTok,Stitch,Positive,Macro,Saturday,2,Low Engagement,0
POST_00619,2025-02-08 19:03:00,3,4,Health,39601,345,1401,96257,408,406082,10.18,19,2,9,335,2,0,True,False,41755,42.954798092606254,19,Saturday,Evening,TikTok,Duet,Positive,Macro,Saturday,1,Moderate Engagement,1
POST_04878,2025-02-09 00:23:00,2,0,Education,1690,83,156,5395,285,22323,8.64,0,3,25,1001,0,1,True,False,2214,35.75532900834106,0,Sunday,Night,LinkedIn,Article,Negative,Micro,Sunday,0,High Engagement,1
POST_01022,2025-02-09 08:52:00,4,15,Gaming,492,253,118,14690,317,17945,4.81,8,3,14,841,2,1,True,False,1180,5.874744724302246,8,Sunday,Morning,Twitter,Tweet,Positive,Micro,Sunday,0,High Engagement,0
POST_01201,2025-02-09 10:53:00,3,4,Gaming,7067,527,4244,71046,472,47918,24.7,10,3,22,253,1,1,True,False,12310,16.662444050333587,10,Sunday,Morning,TikTok,Duet,Neutral,Micro,Sunday,1,Moderate Engagement,0
POST_01492,2025-02-09 16:03:00,4,14,Education,3689,178,1799,56333,146,194974,2.91,16,3,3,1929,1,0,True,False,5812,10.058047680755507,16,Sunday,Afternoon,Twitter,Thread,Neutral,Macro,Sunday,0,High Engagement,0
POST_01357,2025-02-09 20:19:00,5,2,Education,1273,940,1719,237486,985,488585,0.8,20,3,12,377,1,0,True,False,4917,1.6556765451437139,20,Sunday,Evening,YouTube,Community Post,Neutral,Macro,Sunday,2,Low Engagement,0
POST_00043,2025-02-09 20:29:00,1,13,Fashion,1808,44,183,37121,708,269084,0.76,20,3,3,1056,2,0,True,False,2743,5.482072142453059,20,Sunday,Evening,Instagram,Story,Positive,Macro,Sunday,0,High Engagement,0
POST_01133,2025-02-10 02:23:00,1,9,Sports,3527,66,208,9869,795,303764,1.25,2,1,5,181,0,0,False,True,4596,38.51454048029183,2,Monday,Night,Instagram,Reel,Negative,Macro,Monday,0,High Engagement,1
POST_01090,2025-02-10 07:35:00,1,9,Fashion,8157,285,280,27871,452,210909,4.14,7,1,21,55,1,0,True,True,9174,31.294176742850993,7,Monday,Morning,Instagram,Reel,Neutral,Macro,Monday,0,High Engagement,1
POST_02055,2025-02-10 11:32:00,3,4,Travel,15684,1668,1145,373903,969,447748,4.13,11,1,23,140,1,0,True,False,19466,4.947004971877734,11,Monday,Morning,TikTok,Duet,Neutral,Macro,Monday,1,Moderate Engagement,0
POST_04807,2025-02-10 13:12:00,1,9,Fitness,4522,403,204,3773,109,226670,2.26,13,1,16,592,1,0,True,False,5238,135.9395706334482,13,Monday,Afternoon,Instagram,Reel,Neutral,Macro,Monday,0,High Engagement,1
POST_00969,2025-02-10 15:11:00,0,16,Travel,4908,294,224,74644,338,308061,1.76,15,1,10,265,2,0,True,False,5764,7.269170998338781,15,Monday,Afternoon,Facebook,Video,Positive,Macro,Monday,0,High Engagement,0
POST_00628,2025-02-10 23:02:00,2,8,Entertainment,989,123,463,20123,29,368525,0.43,23,1,4,501,2,0,False,True,1604,7.826864781593201,23,Monday,Night,LinkedIn,Post,Positive,Macro,Monday,0,High Engagement,0
POST_04964,2025-02-11 00:07:00,2,3,Gaming,1175,116,233,3735,39,355712,0.43,0,5,7,1795,0,0,False,False,1563,40.803212851405625,0,Tuesday,Night,LinkedIn,Document,Negative,Macro,Tuesday,0,High Engagement,1
POST_03138,2025-02-11 04:45:00,2,3,Technology,48,13,389,28755,113,384815,0.12,4,5,15,1411,1,0,True,False,563,1.5649452269170578,4,Tuesday,Night,LinkedIn,Document,Neutral,Macro,Tuesday,0,High Engagement,0
POST_02218,2025-02-11 07:48:00,4,14,Fashion,2476,62,170,26247,155,10007,27.06,7,5,15,1601,2,1,True,False,2863,10.317369604145235,7,Tuesday,Morning,Twitter,Thread,Positive,Micro,Tuesday,0,High Engagement,0
POST_00534,2025-02-11 08:12:00,0,13,Health,229,383,423,41467,314,492983,0.21,8,5,11,112,1,0,True,False,1349,2.4959606434031882,8,Tuesday,Morning,Facebook,Story,Neutral,Macro,Tuesday,0,High Engagement,0
POST_02582,2025-02-11 09:49:00,3,12,Food,27880,1085,3856,280212,2395,185492,17.69,9,5,18,19,2,0,True,False,35216,11.71291736256834,9,Tuesday,Morning,TikTok,Stitch,Positive,Macro,Tuesday,1,Moderate Engagement,0
POST_01208,2025-02-11 10:18:00,4,7,Lifestyle,1860,279,1626,84481,222,27242,13.82,10,5,4,580,1,1,True,False,3987,4.456623382772458,10,Tuesday,Morning,Twitter,Poll,Neutral,Micro,Tuesday,0,High Engagement,0
POST_01898,2025-02-11 10:18:00,1,1,Sports,7106,143,178,44542,562,312853,2.37,10,5,8,1672,2,0,False,False,7989,16.67415024022271,10,Tuesday,Morning,Instagram,Carousel,Positive,Macro,Tuesday,0,High Engagement,0
POST_00806,2025-02-11 10:41:00,2,8,Lifestyle,340,130,196,27134,126,54407,1.22,10,5,26,1308,1,2,True,False,792,2.454485147785067,10,Tuesday,Morning,LinkedIn,Post,Neutral,Mid-tier,Tuesday,0,High Engagement,0
POST_01615,2025-02-11 15:31:00,4,7,Gaming,641,79,982,76265,325,136269,1.25,15,5,8,1919,1,0,True,False,2027,2.23169212613912,15,Tuesday,Afternoon,Twitter,Poll,Neutral,Macro,Tuesday,0,High Engagement,0
POST_04586,2025-02-11 15:43:00,5,5,Lifestyle,15892,703,1829,700590,766,39712,46.39,15,5,27,52,1,1,False,False,19190,2.6297834682196433,15,Tuesday,Afternoon,YouTube,Live,Neutral,Micro,Tuesday,2,Low Engagement,0
POST_03521,2025-02-12 02:01:00,1,1,Sports,7721,215,280,4146,895,323055,2.54,2,6,10,321,1,0,True,False,9111,198.1669078630005,2,Wednesday,Night,Instagram,Carousel,Neutral,Macro,Wednesday,0,High Engagement,1
POST_04088,2025-02-12 06:25:00,0,13,Fitness,5553,227,963,8003,388,106677,6.32,6,6,23,1129,1,0,True,False,7131,84.2559040359865,6,Wednesday,Morning,Facebook,Story,Neutral,Macro,Wednesday,0,High Engagement,1
POST_00184,2025-02-12 10:17:00,3,16,Technology,33994,1259,4690,306951,1379,120328,33.2,10,6,0,509,1,0,False,False,41322,13.012826151405275,10,Wednesday,Morning,TikTok,Video,Neutral,Macro,Wednesday,1,Moderate Engagement,0
POST_04262,2025-02-12 12:39:00,3,12,Food,14788,1498,487,135560,1537,310005,5.41,12,6,16,588,2,0,True,True,18310,12.373118914133963,12,Wednesday,Afternoon,TikTok,Stitch,Positive,Macro,Wednesday,1,Moderate Engagement,0
POST_00082,2025-02-12 21:41:00,0,16,Fitness,1816,333,169,26592,528,145156,1.6,21,6,28,546,1,0,True,False,2846,8.716907340553549,21,Wednesday,Night,Facebook,Video,Neutral,Macro,Wednesday,0,High Engagement,0
POST_04948,2025-02-13 06:16:00,2,7,Fashion,1120,87,312,12741,158,349698,0.43,6,4,18,594,1,0,True,False,1677,11.922141119221411,6,Thursday,Morning,LinkedIn,Poll,Neutral,Macro,Thursday,0,High Engagement,0
POST_01234,2025-02-13 10:50:00,1,6,Gaming,1018,246,140,27220,156,497385,0.28,10,4,8,1319,0,0,True,False,1560,5.157972079353416,10,Thursday,Morning,Instagram,Photo,Negative,Macro,Thursday,0,High Engagement,0
POST_03595,2025-02-13 15:32:00,0,13,Food,3697,225,257,72889,550,169542,2.46,15,4,11,332,2,0,False,False,4729,5.733375406439929,15,Thursday,Afternoon,Facebook,Story,Positive,Macro,Thursday,0,High Engagement,0
POST_04518,2025-02-13 16:46:00,3,16,Business,22574,1594,3330,165470,2469,319450,8.61,16,4,10,313,2,0,True,False,29967,16.618118087870915,16,Thursday,Afternoon,TikTok,Video,Positive,Macro,Thursday,1,Moderate Engagement,0
POST_00778,2025-02-13 23:28:00,2,7,Gaming,1559,133,460,19675,265,481859,0.45,23,4,12,985,1,0,True,True,2417,10.937738246505718,23,Thursday,Night,LinkedIn,Poll,Neutral,Macro,Thursday,0,High Engagement,0
POST_04277,2025-02-13 23:39:00,4,10,Food,817,37,1559,51442,286,111462,2.16,23,4,17,1254,1,0,False,False,2699,4.690719645425916,23,Thursday,Night,Twitter,Retweet,Neutral,Macro,Thursday,0,High Engagement,0
POST_00113,2025-02-14 01:10:00,5,11,Entertainment,17413,336,748,100280,1391,61055,30.3,1,0,23,223,1,2,True,True,19888,18.44535301156761,1,Friday,Night,YouTube,Short,Neutral,Mid-tier,Friday,0,High Engagement,0
POST_00602,2025-02-14 02:09:00,4,15,Sports,2673,221,1838,46906,457,258048,1.83,2,0,15,1521,1,0,True,True,5189,10.088261629642263,2,Friday,Night,Twitter,Tweet,Neutral,Macro,Friday,0,High Engagement,0
POST_03419,2025-02-14 06:40:00,1,9,Health,4781,153,99,49355,110,122247,4.12,6,0,19,370,1,0,True,False,5143,10.19754837402492,6,Friday,Morning,Instagram,Reel,Neutral,Macro,Friday,0,High Engagement,0
POST_02236,2025-02-14 08:28:00,0,13,Sports,1431,367,919,36695,323,5070,53.59,8,0,29,966,2,3,True,True,3040,7.4042785120588634,8,Friday,Morning,Facebook,Story,Positive,Nano,Friday,0,High Engagement,0
POST_01821,2025-02-14 12:29:00,1,13,Fitness,3965,330,253,42805,385,14325,31.75,12,0,7,637,2,1,True,False,4933,10.624926994509988,12,Friday,Afternoon,Instagram,Story,Positive,Micro,Friday,0,High Engagement,0
POST_01225,2025-02-14 17:32:00,4,14,Gaming,3058,3,282,52030,228,489214,0.68,17,0,4,277,0,0,True,False,3571,6.4251393426869114,17,Friday,Evening,Twitter,Thread,Negative,Macro,Friday,0,High Engagement,0
POST_02754,2025-02-14 18:26:00,4,15,Sports,2193,85,1594,51541,287,378346,1.02,18,0,28,1630,0,0,True,False,4159,7.5124658039230905,18,Friday,Evening,Twitter,Tweet,Negative,Macro,Friday,0,High Engagement,0
POST_04732,2025-02-14 19:03:00,1,9,Fitness,7686,329,143,48505,281,70547,11.56,19,0,20,45,1,2,True,True,8439,16.818884651066902,19,Friday,Evening,Instagram,Reel,Neutral,Mid-tier,Friday,0,High Engagement,0
POST_02160,2025-02-14 19:41:00,2,7,Technology,1514,138,404,11736,168,36392,5.65,19,0,5,557,2,1,True,False,2224,17.518745739604636,19,Friday,Evening,LinkedIn,Poll,Positive,Micro,Friday,0,High Engagement,0
POST_03978,2025-02-14 20:58:00,0,5,Food,1143,112,905,4547,455,436315,0.5,20,0,13,556,2,0,True,True,2615,47.50384869144491,20,Friday,Evening,Facebook,Live,Positive,Macro,Friday,0,High Engagement,1
POST_04808,2025-02-15 10:04:00,5,11,Fashion,19903,454,1846,540439,1983,88594,25.06,10,2,6,199,2,2,False,False,24186,4.108326749179833,10,Saturday,Morning,YouTube,Short,Positive,Mid-tier,Saturday,2,Low Engagement,0
POST_02959,2025-02-15 10:07:00,4,15,Education,4196,104,487,85559,411,493006,0.97,10,2,7,1704,2,0,True,False,5198,5.594969553173834,10,Saturday,Morning,Twitter,Tweet,Positive,Macro,Saturday,0,High Engagement,0
POST_04496,2025-02-15 11:00:00,0,8,Health,2757,145,493,51193,665,190019,1.79,11,2,29,870,2,0,True,True,4060,6.631766061766258,11,Saturday,Morning,Facebook,Post,Positive,Macro,Saturday,0,High Engagement,0
POST_00559,2025-02-15 13:43:00,3,16,Travel,3554,760,4640,459013,1267,156781,5.71,13,2,17,392,1,0,True,False,10221,1.950707278443094,13,Saturday,Afternoon,TikTok,Video,Neutral,Macro,Saturday,1,Moderate Engagement,0
POST_04127,2025-02-15 20:20:00,2,7,Gaming,430,63,158,25204,93,288669,0.23,20,2,28,1053,2,0,False,False,744,2.5829233455007143,20,Saturday,Evening,LinkedIn,Poll,Positive,Macro,Saturday,0,High Engagement,0
POST_03670,2025-02-15 21:44:00,4,7,Entertainment,526,272,528,88533,99,303704,0.44,21,2,13,548,2,0,True,False,1425,1.4977466029616076,21,Saturday,Night,Twitter,Poll,Positive,Macro,Saturday,0,High Engagement,0
POST_04990,2025-02-16 01:57:00,3,12,Lifestyle,7520,1667,4627,260023,2588,22865,60.42,1,3,3,461,0,1,True,False,16402,5.31260696169185,1,Sunday,Night,TikTok,Stitch,Negative,Micro,Sunday,1,Moderate Engagement,0
POST_03523,2025-02-16 09:41:00,4,10,Health,817,258,1091,4463,32,140535,1.54,9,3,19,445,2,0,True,False,2198,48.532377324669504,9,Sunday,Morning,Twitter,Retweet,Positive,Macro,Sunday,0,High Engagement,1
POST_00204,2025-02-16 22:18:00,3,4,Fashion,47032,630,804,118831,446,135537,35.76,22,3,28,579,1,0,True,False,48912,40.78565357524552,22,Sunday,Night,TikTok,Duet,Neutral,Macro,Sunday,1,Moderate Engagement,1
POST_01773,2025-02-17 00:14:00,3,12,Food,28305,1724,1822,348307,1470,418463,7.61,0,1,21,374,2,0,True,False,33321,9.144519059335586,0,Monday,Night,TikTok,Stitch,Positive,Macro,Monday,1,Moderate Engagement,0
POST_02784,2025-02-17 04:54:00,3,4,Gaming,1765,784,2022,292179,2636,3911,116.88,4,1,6,229,2,3,True,True,7207,1.5644519284411267,4,Monday,Night,TikTok,Duet,Positive,Nano,Monday,2,Low Engagement,0
POST_04363,2025-02-17 07:02:00,3,16,Education,35494,649,4226,365938,1345,388414,10.39,7,1,21,456,1,0,True,False,41714,11.031650170247419,7,Monday,Morning,TikTok,Video,Neutral,Macro,Monday,1,Moderate Engagement,0
POST_01860,2025-02-17 13:02:00,2,3,Business,210,41,4,3785,36,367610,0.07,13,1,17,787,1,0,True,True,291,6.737120211360634,13,Monday,Afternoon,LinkedIn,Document,Neutral,Macro,Monday,0,High Engagement,0
POST_01755,2025-02-17 13:30:00,5,5,Gaming,14829,841,836,985365,3197,350627,4.71,13,1,22,569,1,0,True,False,19703,1.6751153125998994,13,Monday,Afternoon,YouTube,Live,Neutral,Macro,Monday,2,Low Engagement,0
POST_00400,2025-02-17 16:52:00,3,12,Fitness,8197,858,81,321477,2519,270484,3.38,16,1,15,306,1,0,True,False,11655,2.841882934082376,16,Monday,Afternoon,TikTok,Stitch,Neutral,Macro,Monday,2,Low Engagement,0
POST_02181,2025-02-17 18:00:00,4,14,Business,1724,68,334,90939,198,133692,1.59,18,1,3,1130,1,0,True,False,2324,2.3378308536491494,18,Monday,Evening,Twitter,Thread,Neutral,Macro,Monday,0,High Engagement,0
POST_02917,2025-02-17 23:49:00,2,7,Fitness,1695,111,401,15552,80,84653,2.61,23,1,18,827,2,2,False,False,2287,14.191100823045266,23,Monday,Night,LinkedIn,Poll,Positive,Mid-tier,Monday,0,High Engagement,0
POST_03568,2025-02-18 21:47:00,2,8,Sports,911,148,470,13565,87,409069,0.37,21,5,28,1825,1,0,True,False,1616,11.271654994471065,21,Tuesday,Night,LinkedIn,Post,Neutral,Macro,Tuesday,0,High Engagement,0
POST_00262,2025-02-18 23:10:00,5,2,Health,9995,915,316,351639,4251,211901,5.3,23,5,1,54,2,0,True,False,15477,3.1924786499790976,23,Tuesday,Night,YouTube,Community Post,Positive,Macro,Tuesday,2,Low Engagement,0
POST_04470,2025-02-19 00:39:00,3,16,Food,43579,161,3947,8687,2081,489987,9.73,0,6,27,278,1,0,False,False,49768,548.9467019684586,0,Wednesday,Night,TikTok,Video,Neutral,Macro,Wednesday,1,Moderate Engagement,1
POST_02768,2025-02-19 02:38:00,1,9,Business,2966,148,57,25695,872,7679,41.29,2,6,17,365,1,3,True,False,4043,12.340922358435494,2,Wednesday,Night,Instagram,Reel,Neutral,Nano,Wednesday,0,High Engagement,0
POST_01139,2025-02-19 12:24:00,0,16,Technology,4284,163,258,43767,534,219091,2.15,12,6,2,176,1,0,True,False,5239,10.750108529257203,12,Wednesday,Afternoon,Facebook,Video,Neutral,Macro,Wednesday,0,High Engagement,0
POST_00983,2025-02-19 13:32:00,1,1,Lifestyle,4850,214,233,5022,705,285449,1.86,13,6,24,1296,1,0,True,True,6002,105.47590601354042,13,Wednesday,Afternoon,Instagram,Carousel,Neutral,Macro,Wednesday,0,High Engagement,1
POST_01134,2025-02-19 14:36:00,1,13,Entertainment,9914,5,236,10620,777,81132,12.52,14,6,25,1464,2,2,False,False,10932,95.62146892655367,14,Wednesday,Afternoon,Instagram,Story,Positive,Mid-tier,Wednesday,0,High Engagement,1
POST_00995,2025-02-19 21:32:00,4,15,Entertainment,2585,261,303,28484,46,353273,0.89,21,6,15,445,1,0,True,True,3195,11.055329307681506,21,Wednesday,Night,Twitter,Tweet,Neutral,Macro,Wednesday,0,High Engagement,0
POST_02750,2025-02-19 22:50:00,0,16,Technology,133,261,312,46784,649,13254,5.33,22,6,16,334,1,1,True,False,1355,1.5090629274965799,22,Wednesday,Night,Facebook,Video,Neutral,Micro,Wednesday,0,High Engagement,0
POST_04430,2025-02-20 02:21:00,3,4,Lifestyle,48031,182,1147,59588,756,181061,27.26,2,4,16,24,2,0,True,True,50116,82.83547022890515,2,Thursday,Night,TikTok,Duet,Positive,Macro,Thursday,1,Moderate Engagement,1
POST_00097,2025-02-20 06:06:00,0,16,Fashion,1869,201,5,27995,257,127766,1.62,6,4,15,526,2,0,False,False,2332,7.412037863904268,6,Thursday,Morning,Facebook,Video,Positive,Macro,Thursday,0,High Engagement,0
POST_03039,2025-02-20 06:08:00,1,6,Technology,1845,325,163,28590,358,73358,3.18,6,4,16,1704,0,2,True,False,2691,8.160195872682756,6,Thursday,Morning,Instagram,Photo,Negative,Mid-tier,Thursday,0,High Engagement,0
POST_03862,2025-02-20 08:07:00,0,8,Fitness,4896,264,859,79501,521,333834,1.8,8,4,11,688,1,0,True,False,6540,7.570973950013207,8,Thursday,Morning,Facebook,Post,Neutral,Macro,Thursday,0,High Engagement,0
POST_03374,2025-02-20 11:42:00,2,0,Fashion,1934,104,379,4291,226,417742,0.58,11,4,4,798,2,0,True,False,2643,56.327196457702165,11,Thursday,Morning,LinkedIn,Article,Positive,Macro,Thursday,0,High Engagement,1
POST_03795,2025-02-20 14:05:00,1,13,Fitness,7271,139,152,34391,243,166455,4.54,14,4,23,1285,2,0,True,True,7805,21.988310895292372,14,Thursday,Afternoon,Instagram,Story,Positive,Macro,Thursday,0,High Engagement,0
POST_03240,2025-02-21 03:48:00,0,16,Food,4204,383,577,16888,289,84889,6.08,3,0,6,25,2,2,False,True,5453,30.57792515395547,3,Friday,Night,Facebook,Video,Positive,Mid-tier,Friday,0,High Engagement,1
POST_00528,2025-02-21 08:02:00,4,14,Food,380,88,720,5314,410,396563,0.3,8,0,27,1786,2,0,True,False,1598,22.35604064734663,8,Friday,Morning,Twitter,Thread,Positive,Macro,Friday,0,High Engagement,0
POST_03250,2025-02-21 09:54:00,0,8,Fitness,7438,232,906,6578,251,177106,4.84,9,0,23,1364,1,0,True,True,8827,130.3739738522347,9,Friday,Morning,Facebook,Post,Neutral,Macro,Friday,0,High Engagement,1
POST_03790,2025-02-21 20:14:00,5,5,Gaming,13015,258,950,580224,1622,471926,3.01,20,0,28,104,2,0,True,False,15845,2.4512946724023825,20,Friday,Evening,YouTube,Live,Positive,Macro,Friday,2,Low Engagement,0
POST_03727,2025-02-22 03:07:00,1,9,Technology,4403,283,222,35873,500,193753,2.53,3,2,8,501,1,0,True,False,5408,13.681598974158838,3,Saturday,Night,Instagram,Reel,Neutral,Macro,Saturday,0,High Engagement,0
POST_03387,2025-02-22 08:55:00,1,6,Entertainment,5594,46,210,19398,941,331548,1.76,8,2,8,1242,1,0,True,False,6791,30.15774822146613,8,Saturday,Morning,Instagram,Photo,Neutral,Macro,Saturday,0,High Engagement,1
POST_04244,2025-02-22 14:40:00,0,13,Lifestyle,6700,24,349,23904,770,183132,3.86,14,2,26,1133,1,0,False,True,7843,29.58919009370817,14,Saturday,Afternoon,Facebook,Story,Neutral,Macro,Saturday,0,High Engagement,1
POST_01219,2025-02-22 21:31:00,2,3,Fashion,440,123,487,13682,88,277369,0.38,21,2,19,265,1,0,True,False,1138,7.674316620377137,21,Saturday,Night,LinkedIn,Document,Neutral,Macro,Saturday,0,High Engagement,0
POST_01878,2025-02-23 03:16:00,0,8,Entertainment,7695,271,488,18204,330,429167,1.97,3,3,10,784,2,0,True,False,8784,46.4403427818062,3,Sunday,Night,Facebook,Post,Positive,Macro,Sunday,0,High Engagement,1
POST_03749,2025-02-23 12:14:00,4,7,Technology,1958,148,368,16958,257,373878,0.66,12,3,22,727,2,0,True,True,2731,14.588984550064865,12,Sunday,Afternoon,Twitter,Poll,Positive,Macro,Sunday,0,High Engagement,0
POST_03658,2025-02-23 14:54:00,0,13,Sports,1565,148,94,57000,146,136546,1.32,14,3,19,68,2,0,False,False,1953,3.170175438596491,14,Sunday,Afternoon,Facebook,Story,Positive,Macro,Sunday,0,High Engagement,0
POST_00831,2025-02-23 18:04:00,1,6,Education,4517,117,253,25014,350,372474,1.31,18,3,13,367,1,0,False,True,5237,19.53705924682178,18,Sunday,Evening,Instagram,Photo,Neutral,Macro,Sunday,0,High Engagement,0
POST_03153,2025-02-23 20:58:00,2,8,Travel,1289,62,310,26728,180,5276,31.48,20,3,5,1012,2,3,True,True,1841,6.214456749476205,20,Sunday,Evening,LinkedIn,Post,Positive,Nano,Sunday,0,High Engagement,0
POST_02090,2025-02-24 00:15:00,4,14,Technology,2914,171,769,6465,464,473986,0.81,0,1,23,1256,2,0,True,True,4318,59.61330239752514,0,Monday,Night,Twitter,Thread,Positive,Macro,Monday,0,High Engagement,1
POST_00435,2025-02-24 01:20:00,1,1,Gaming,1611,266,145,22063,877,49019,4.12,1,1,17,322,1,1,True,True,2899,9.164664823460091,1,Monday,Night,Instagram,Carousel,Neutral,Micro,Monday,0,High Engagement,0
POST_03894,2025-02-24 07:55:00,4,15,Health,1838,106,1203,19725,372,231295,1.36,7,1,15,1110,2,0,True,False,3519,15.954372623574145,7,Monday,Morning,Twitter,Tweet,Positive,Macro,Monday,0,High Engagement,0
POST_01653,2025-02-24 08:24:00,4,15,Sports,2722,198,480,98504,399,416406,0.82,8,1,3,1578,2,0,True,True,3799,3.4516364817672383,8,Monday,Morning,Twitter,Tweet,Positive,Macro,Monday,0,High Engagement,0
POST_04855,2025-02-24 11:22:00,0,8,Health,5896,364,660,72555,93,86233,8.02,11,1,6,1251,0,2,True,False,7013,9.537592171456136,11,Monday,Morning,Facebook,Post,Negative,Mid-tier,Monday,0,High Engagement,0
POST_00925,2025-02-24 16:49:00,4,10,Sports,2735,179,1886,17007,422,141216,3.4,16,1,2,1112,0,0,True,True,5222,28.223672605397777,16,Monday,Afternoon,Twitter,Retweet,Negative,Macro,Monday,0,High Engagement,0
POST_01324,2025-02-25 01:17:00,1,6,Food,2830,220,232,2952,178,353822,0.93,1,5,18,1769,1,0,True,False,3460,111.1788617886179,1,Tuesday,Night,Instagram,Photo,Neutral,Macro,Tuesday,0,High Engagement,1
POST_03709,2025-02-25 02:05:00,4,10,Business,1414,34,753,68957,340,320537,0.69,2,5,12,1033,2,0,True,False,2541,3.1918441927578054,2,Tuesday,Night,Twitter,Retweet,Positive,Macro,Tuesday,0,High Engagement,0
POST_02256,2025-02-25 03:22:00,0,5,Fashion,2957,285,820,56369,546,276140,1.47,3,5,3,343,2,0,True,False,4608,7.206088452873033,3,Tuesday,Night,Facebook,Live,Positive,Macro,Tuesday,0,High Engagement,0
POST_04868,2025-02-25 03:31:00,1,9,Travel,5137,447,229,5343,155,279902,2.08,3,5,22,439,2,0,True,False,5968,108.79655624181173,3,Tuesday,Night,Instagram,Reel,Positive,Macro,Tuesday,0,High Engagement,1
POST_01834,2025-02-25 14:02:00,2,7,Sports,1342,91,116,12649,61,298943,0.52,14,5,28,936,1,0,False,False,1610,12.246027353941024,14,Tuesday,Afternoon,LinkedIn,Poll,Neutral,Macro,Tuesday,0,High Engagement,0
POST_04718,2025-02-25 23:21:00,5,2,Education,6643,244,1557,857878,3837,468841,1.8,23,5,16,298,2,0,True,False,12281,0.9842891413464385,23,Tuesday,Night,YouTube,Community Post,Positive,Macro,Tuesday,2,Low Engagement,0
POST_00175,2025-02-26 00:11:00,0,16,Gaming,5709,381,82,12605,292,415742,1.48,0,6,25,221,1,0,True,False,6464,48.9646965489885,0,Wednesday,Night,Facebook,Video,Neutral,Macro,Wednesday,0,High Engagement,1
POST_03007,2025-02-26 06:24:00,5,2,Travel,3395,622,241,830984,4194,271894,1.57,6,6,27,755,1,0,False,False,8452,0.5124045709664687,6,Wednesday,Morning,YouTube,Community Post,Neutral,Macro,Wednesday,2,Low Engagement,0
POST_03357,2025-02-26 08:52:00,2,8,Lifestyle,1005,6,284,7204,204,234217,0.55,8,6,2,1834,2,0,True,True,1499,17.97612437534703,8,Wednesday,Morning,LinkedIn,Post,Positive,Macro,Wednesday,0,High Engagement,0
POST_03409,2025-02-26 10:45:00,1,6,Education,1124,331,41,4774,560,138318,1.08,10,6,15,1331,2,0,True,True,2056,31.336405529953915,10,Wednesday,Morning,Instagram,Photo,Positive,Macro,Wednesday,0,High Engagement,1
POST_02851,2025-02-26 12:15:00,2,0,Gaming,1613,16,486,21641,296,89792,2.36,12,6,16,1318,2,2,True,False,2411,9.773115844923987,12,Wednesday,Afternoon,LinkedIn,Article,Positive,Mid-tier,Wednesday,0,High Engagement,0
POST_01073,2025-02-26 13:35:00,1,1,Fashion,6406,163,101,2352,121,161174,4.14,13,6,9,1069,2,0,True,False,6791,283.58843537414964,13,Wednesday,Afternoon,Instagram,Carousel,Positive,Macro,Wednesday,0,High Engagement,1
